,sh,kingdom,phylum,class,order,family,genus,assignedLevel
1233,SH0912899.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1234,SH1056404.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
1236,SH0953140.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,,family
1237,SH0954306.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Acarosporales,f__Acarosporaceae,g__Trimmatothelopsis,genus
1239,SH0965887.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
1240,SH0970864.09FU,k__Fungi,p__Ascomycota,,,,,phylum
1241,SH1294364.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
1242,SH1177296.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,,,,class
1243,SH1215914.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Lepiota,genus
1244,SH0994398.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,genus
1245,SH0994063.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
1247,SH0912849.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1248,SH1148791.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
1249,SH1003382.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
1250,SH0954276.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Acarosporales,f__Acarosporaceae,g__Polysporina,genus
1251,SH1224257.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,genus
1252,SH0921468.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,class
1253,SH1276375.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leptodontidiaceae,g__Leptodontidium,genus
1254,SH0993249.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,genus
1255,SH1000084.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
1256,SH0940876.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1257,SH0954151.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Acarosporales,f__Acarosporaceae,g__Myriospora,genus
1259,SH0921473.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,genus
1260,SH1171223.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,,family
1261,SH1121960.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,order
1263,SH0878870.09FU,k__Fungi,p__Kickxellomycota,c__GS19,o__GS19,,,order
1265,SH2256892.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,genus
1266,SH0967997.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,genus
1267,SH1019367.09FU,k__Fungi,p__Glomeromycota,,,,,phylum
1269,SH1078838.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,genus
1271,SH1050535.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
1272,SH0893879.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Trechisporales_fam_Incertae_sedis,g__Sertulicium,genus
1273,SH0991894.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Capnobotryella,genus
1274,SH1302508.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
1275,SH0899450.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,genus
1276,SH0940788.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
1277,SH1157257.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,,family
1279,SH0940752.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1280,SH0992792.09FU,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Microglossum,genus
1281,SH1300909.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,genus
1282,SH1146311.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Pertusariales,f__Ochrolechiaceae,g__Ochrolechia,genus
1283,SH0902168.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,,family
1284,SH1116272.09FU,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Kondoaceae,,family
1285,SH1029651.09FU,k__Fungi,p__Entorrhizomycota,c__Entorrhizomycetes,o__Entorrhizales,f__Entorrhizaceae,g__Entorrhiza,genus
1286,SH1190115.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Podoscyphaceae,g__Podoscypha,genus
1287,SH0909930.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1288,SH1271466.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
1289,SH1023739.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Sclerococcales,f__Dactylosporaceae,g__Dactylospora,genus
1291,SH0931180.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
1292,SH1107891.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,genus
1293,SH1111470.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
1294,SH1111253.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,,family
1295,SH0887162.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,genus
1296,SH1307889.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Valsariales,f__Valsariaceae,g__Valsaria,genus
1299,SH1031321.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,genus
1300,SH0940636.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1301,SH0932524.09FU,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiaceae,g__Rhizophydium,genus
1302,SH1318415.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Discosiaceae,g__Discosia,genus
1303,SH0940814.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1304,SH1218371.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,genus
1305,SH1087958.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,,family
1306,SH0909801.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
1307,SH0956131.09FU,k__Fungi,p__Ascomycota,,,,,phylum
1308,SH0988202.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
1309,SH1299098.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
1310,SH1267701.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
1311,SH1176178.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Lactarius,genus
1312,SH0954179.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Acarosporales,f__Acarosporaceae,g__Acarospora,genus
1313,SH1994221.09FU,k__Fungi,p__Neocallimastigomycota,c__Neocallimastigomycetes,o__Neocallimastigales,f__Neocallimastigaceae,g__Agriosomyces,genus
1314,SH0911468.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
1315,SH0930065.09FU,k__Fungi,p__Ascomycota,c__Xylonomycetes,o__Symbiotaphrinales,f__Symbiotaphrinaceae,g__Symbiotaphrina,genus
1316,SH1101441.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS22,,,order
1317,SH1024042.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Nigroporus,genus
1318,SH1299851.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Amaurodon,genus
1320,SH1236652.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,genus
1321,SH1085369.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
1322,SH1085748.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
1323,SH0939294.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Patellariales,f__Patellariaceae,g__Patellaria,genus
1324,SH0994402.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,genus
1326,SH1017772.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
1327,SH0915557.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,,family
1329,SH1025508.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
1331,SH0990258.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,,family
1332,SH0905526.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,genus
1338,SH1086079.09FU,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Rosettozymales,f__Rosettozymaceae,g__Rosettozyma,genus
1341,SH1218728.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,genus
1356,SH0982899.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,genus
1385,SH0976288.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,,family
1388,SH1295650.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,genus
1391,SH1040074.09FU,k__Fungi,p__Ascomycota,,,,,phylum
1393,SH0885332.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Melanconidaceae,g__Melanconiella,genus
1400,SH0920038.09FU,k__Fungi,p__Basidiomycota,,,,,phylum
1410,SH1117932.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,,family
1415,SH0993547.09FU,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,,family
1417,SH1101177.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Tulasnellaceae,,family
1421,SH1288948.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Obolarina,genus
1426,SH0886819.09FU,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Kappamycetaceae,g__Kappamyces,genus
1427,SH1024043.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Nigroporus,genus
1428,SH1236008.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,class
1430,SH0912121.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,,family
1431,SH1104384.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Carlosrosaea,genus
1439,SH1094832.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,order
1441,SH0908008.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,genus
1444,SH1197981.09FU,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS04,,,order
1449,SH1119794.09FU,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,,,order
1451,SH0908363.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
1452,SH1025493.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
1455,SH2983919.09FU,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetaceae,g__Kluyveromyces,genus
1461,SH2578853.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Pseudeurotium,genus
1468,SH0970721.09FU,k__Fungi,p__Ascomycota,,,,,phylum
1472,SH1241057.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Mollisiaceae,g__Mollisia,genus
1476,SH1169021.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
1477,SH0986635.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Sclerotiniaceae,g__Dumontinia,genus
1480,SH1188803.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Trimmatostroma,genus
1481,SH1298292.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
1482,SH1134569.09FU,k__Fungi,p__Basidiomycota,c__Dacrymycetes,o__Unilacrymales,f__Unilacrymaceae,g__Unilacryma,genus
1485,SH1154622.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
1486,SH1300675.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,,family
1487,SH0881437.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Arcopilus,genus
1488,SH1205156.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
1498,SH0905834.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,genus
1516,SH1076338.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,order
1528,SH1111370.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,,,,class
1545,SH1025994.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiales,,,order
1547,SH1004258.09FU,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Pichiaceae,g__Pichia,genus
1561,SH0902751.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,,,order
1574,SH1036721.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
1575,SH1036748.09FU,k__Fungi,p__Glomeromycota,,,,,phylum
1579,SH1003452.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,order
1581,SH0993251.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,genus
1583,SH1112053.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,,,,class
1590,SH0996379.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Psoraceae,g__Protoblastenia,genus
1594,SH1017693.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,genus
1596,SH0940661.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1600,SH0909800.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
1601,SH0973866.09FU,k__Fungi,p__Glomeromycota,,,,,phylum
1608,SH0956045.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
1610,SH1030397.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
1614,SH0911459.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
1617,SH1000229.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
1650,SH0934715.09FU,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,,family
1653,SH1271157.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiales,,,order
1663,SH1268069.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Elaphomycetaceae,g__Elaphomyces,genus
1667,SH1304659.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,genus
1670,SH0936273.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
1677,SH0910212.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
1683,SH1003348.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
1684,SH1216189.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Hyalorbilia,genus
1691,SH0912757.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1692,SH0920426.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
1694,SH1085695.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,genus
1698,SH1019559.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Claviceps,genus
1707,SH1110708.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,genus
1714,SH1145477.09FU,k__Fungi,p__Glomeromycota,,,,,phylum
1720,SH0912973.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1721,SH0993263.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,genus
1724,SH0940600.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1725,SH1073019.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,order
1729,SH1271698.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
1734,SH0885297.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Ophiocordyceps,genus
1735,SH0920482.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
1736,SH1188798.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Helicodendron,genus
1737,SH1088440.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
1739,SH0910408.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1740,SH1088438.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
1744,SH0909848.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
1747,SH1025528.09FU,k__Fungi,p__Glomeromycota,,,,,phylum
1749,SH1291475.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,genus
1753,SH1294355.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
1760,SH0880618.09FU,k__Fungi,p__Ascomycota,,,,,phylum
1763,SH1049036.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
1764,SH1143444.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,genus
1768,SH0939921.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__GS33,,,order
1769,SH1009917.09FU,k__Fungi,p__Chytridiomycota,,,,,phylum
1773,SH1037313.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
1775,SH1297579.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS21,,,order
1779,SH0911426.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
1781,SH0945481.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,genus
1784,SH0881616.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,genus
1787,SH1012944.09FU,k__Fungi,p__Neocallimastigomycota,c__Neocallimastigomycetes,o__Neocallimastigales,f__Neocallimastigaceae,g__Neocallimastix,genus
1793,SH0944857.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__GS33,,,order
1796,SH0944356.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
1797,SH0910155.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1798,SH1025520.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
1802,SH0917728.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Ceratocystidaceae,g__Endoconidiophora,genus
1810,SH1205375.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Hyalorbilia,genus
1811,SH1003390.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
1812,SH0954253.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Acarosporales,f__Acarosporaceae,g__Acarospora,genus
1813,SH1193363.09FU,k__Fungi,p__Basidiomycota,c__Spiculogloeomycetes,o__Spiculogloeales,f__Spiculogloeales_fam_Incertae_sedis,g__Meniscomyces,genus
1817,SH0955924.09FU,k__Fungi,p__Ascomycota,,,,,phylum
1821,SH1083608.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Patellariales,f__Patellariaceae,g__Holmiella,genus
1822,SH1330393.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Asterinales,f__Asterinaceae,g__Lembosina,genus
1824,SH1068013.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
1825,SH1025854.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
1830,SH1285974.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1831,SH1026031.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,,,order
1833,SH1088145.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,genus
1834,SH1164703.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliales_fam_Incertae_sedis,g__Tridentaria,genus
1835,SH0984992.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,genus
1838,SH1143239.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Gomphillaceae,g__Corticifraga,genus
1842,SH1003359.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
1845,SH0945370.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,genus
1848,SH1271672.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
1851,SH0912854.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
1854,SH1075638.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,order
1858,SH0965571.09FU,k__Fungi,p__Ascomycota,,,,,phylum
1860,SH1287405.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
1861,SH1023750.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Sclerococcales,f__Dactylosporaceae,g__Dactylospora,genus
1865,SH1090249.09FU,k__Fungi,p__Ascomycota,,,,,phylum
1866,SH1089319.09FU,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__GS23,,,order
1869,SH1294422.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
1870,SH0905595.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Sphaerostilbella,genus
1874,SH1306479.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
